tmdbId,title,combined_features
34187,"Bitter Tea of General Yen, The (1933)",drama romance war
12116,Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),drama romance
53367,Charlie: The Life and Art of Charles Chaplin (2003),comedian filmmaker filmmaking film director charleschaplin sydneypollack billirwin richardschickel documentary
124484,Rampo (a.k.a. The Mystery of Rampo) (1994),character name as title surname as title one word title writer masahiromotoki naototakenaka michikohada rintaromayuzumi drama mystery
45759,Helter Skelter (2004),scene of the crime murder of a pregnant woman serial murder murder jeremydavies cleaduvall allisonsmith vincentbugliosi action crime drama horror
11183,French Fried Vacation (Les Bronzés) (1978),comedy
13275,Annapolis (2006),boxing welder shipbuilder roommate jamesfranco mackafoley jimparrack davidcollard drama
11565,Big Momma's House 2 (2006),repeat sequel undercover fbi nanny martinlawrence nialong emilyprocter donrhymer action comedy crime
11283,Nanny McPhee (2005),nanny widower magic family relationships emmathompson colinfirth kellymacdonald emmathompson children comedy fantasy
97936,Sweet November (1968),drama
19416,Double Dare (2004),title directed by female feminist indiana jones stuntwoman jeannieepper zoëbell lyndacarter jeannieepper documentary
17,"Dark, The (2005)",drowning psychotronic film trepanning possessed by evil mariabello seanbean mauriceroëves simonmaginn horror mystery thriller
27568,Panic in Year Zero! (1962),horror sci-fi thriller
27629,Here Comes the Groom (1951),comedy musical romance
45726,Julie (1956),thriller
33117,Tea For Two (1950),comedy musical romance
108994,Green Dolphin Street (1947),adventure drama romance
54227,"Lt. Robin Crusoe, U.S.N. (1966)",adventure comedy
25167,Bye Bye Birdie (1963),comedy musical
16452,"Comedians of Comedy, The (2005)",alternative comedy stand up comedy pattonoswalt brianposehn mariabamford mariabamford comedy documentary
61105,"Honey Pot, The (1967)",comedy crime
31894,"Tuskegee Airmen, The (1995)",aviator black history 20th century plane laurencefishburne allenpayne malcolm-jamalwarner parisqualles drama war
9286,Final Destination 3 (2006),benjamin franklin character reference to spongebob squarepants no panties visible thong straps maryelizabethwinstead ryanmerriman krislemche glenmorgan horror mystery thriller
86168,I Could Go on Singing (1963),drama musical
15363,Something New (2006),f rated erotic dance black woman white man kiss black woman white man relationship sanaalathan fuzzyfantabulous katharinetowne krissturner comedy drama romance
31416,"Wind, The (1928)",drama western
292,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),neighborhood marching band block party new york city davechappelle erykahbadu isaacbenayala davechappelle comedy documentary
37631,Madame Curie (1943),drama
77291,Orfeu (1999),drug addict shrove tuesday firework drummer tonigarrido patríciafrança murilobenício joãoemanuelcarneiro crime drama romance
1544,Imagine Me & You (2005),lesbian lesbian romance love triangle love at first sight piperperabo lenaheadey matthewgoode olparker comedy drama romance
1651,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)",crime drama romance
33095,Good Old Daze (Le péril jeune) (1994),meeting again after years high school student high school teacher high school friends romainduris vincentelbaz nicolaskoretzky cédricklapisch comedy drama
33799,Place Vendôme (1998),title co written by female diamond suicide f rated catherinedeneuve jean-pierrebacri emmanuelleseigner nicolegarcia crime drama
42328,Broken Lance (1954),drama romance western
31432,"Four Horsemen of the Apocalypse, The (1921)",drama romance war
61559,Sabah (2005),title directed by female title written by female character name as title forenames as title arsinéekhanjian settakeshishian roulasaid rubanadda comedy drama romance
20981,"Call of Cthulhu, The (2005)",retro retro horror psychotronic film cthulhu mattfoyer johnbolen ralphlucas h.p.lovecraft horror thriller
12096,"Pink Panther, The (2006)",soccer pink panther diamond france stevemartin kevinkline jeanreno lenblum adventure comedy crime
33061,Troll (1986),comedy fantasy horror
5145,"Business, The (2005)",oral sex panties femme fatale drugs dannydyer tamerhassan geoffbell nicklove action comedy crime drama thriller
9975,Curious George (2006),cell phone photograph animal character name as title curious george the monkey character no opening credits frankwelker willferrell shanebaumel kenkaufman adventure animation children comedy
9754,Firewall (2006),child gagged child in jeopardy frame up trouble breathing harrisonford virginiamadsen carlyschroeder joeforte crime drama thriller
36495,"Great McGinty, The (1940)",comedy
52612,Le créateur (1999) ,written and directed by cast member writing writer writer's block claudeperron albertdupontel philippeuchan albertdupontel comedy
23965,"White Diamond, The (2004)",airship expedition canopy rain forest wernerherzog grahamdorrington dieterplage seefullsummary documentary
29269,Tony Takitani (2004),japanese man two word title character name as title watering a plant isseiogata riemiyazawa shinoharatakahumi junichikawa drama
10053,When a Stranger Calls (2006),cell phone high school babysitting teenager camillabelle tommyflanagan katiecassidy jakewadewall horror thriller
10263,Tamara (2005),revenge voyeurism voyeur mini dress jennadewan katiestuart chadfaust jeffreyreddick fantasy horror thriller
7515,London (2005),female rear nudity bare butt talking about sex fetish sex chrisevans jessicabiel joybryant hunterrichards drama
15675,Neil Young: Heart of Gold (2006),actor name in title five word title ryman auditorium punctuation in title neilyoung emmylouharris benkeith neilyoung documentary musical
9959,Freedomland (2006),police mother kidnapping hospital samuell.jackson juliannemoore ediefalco richardprice crime drama
14256,Winter Passing (2005),sorrow sadness death mercy killing zooeydeschanel darrelllarson johnbedfordlloyd adamrapp drama
9036,Eight Below (2006),sled dog survival siberian husky malamute paulwalker brucegreenwood moonbloodgood daviddigilio action adventure drama romance
10073,Date Movie (2006),frodo baggins character michael jackson character gandalf character britney spears character alysonhannigan adamcampbell sophiemonk jasonfriedberg comedy romance
7304,Running Scared (2006),girl in panties white panties panties kissing while having sex paulwalker cameronbright verafarmiga waynekramer action crime thriller
16781,Tyler Perry's Madea's Family Reunion (2006),mable madea simmons character 2000s family reunion madea series tylerperry blairunderwood lynnwhitfield tylerperry comedy drama
24432,Doogal (2006),animal character name as title one word title magic diamond danieltay jimmyfallon christianmgarland daveborthwick animation children
9920,Ultraviolet (2006),terrible dialogue bad acting bare midriff bare shoulders millajovovich cameronbright nickchinlund kurtwimmer action fantasy sci-fi thriller
10025,Just My Luck (2006),luck masquerade bad luck kiss lindsaylohan chrispine samairearmstrong i.marleneking comedy romance
9682,Pulse (2006),server room suicide apocalypse paranoia kristenbell iansomerhalder christinamilian wescraven action drama fantasy horror mystery sci-fi thriller
17700,Deep Sea 3D (2006),3 dimensional underwater photography scuba diver right whale johnnydepp katewinslet johnnydepp documentary imax
2207,16 Blocks (2006),betrayal by a friend betrayal modern western male bonding brucewillis yasiinbey davidmorse richardwenk crime thriller
14887,Bongwater (1997),artist aspiring artist songwriter stoner comedy lukewilson aliciawitt amylocane michaelhornburg comedy romance
44435,Trauma (1993),murderess psychotronic film slasher killer slasher flick christopherrydell asiaargento piperlaurie francoferrini horror mystery thriller
18747,Election (Hak se wui) (2005),hong kong triad organized crime 2000s simonyam tonykafaileung louiskoo nai-hoiyau crime drama thriller
9756,Half Light (2006),sex accidental drowning woman in jeopardy death of a child demimoore henryiancusick jordanel-balawi craigrosenberg romance thriller
34581,Twist of Faith (2004),priest abuse catholic sexual abuse jeffanderson barbarablaine davidclohessy jeffanderson documentary
6877,Failure to Launch (2006),loose bird family life usa united states matthewmcconaughey sarahjessicaparker zooeydeschanel tomj.astle comedy romance
950,Ice Age 2: The Meltdown (2006),no opening credits sid character scrat character manny character rayromano johnleguizamo denisleary petergaulke adventure animation children comedy
10912,All Quiet on the Western Front (1979),action drama war
9968,"Big White, The (2005)",held captive captive woman telephone call revolver robinwilliams hollyhunter giovanniribisi collinfriesen comedy crime drama
4173,Stromboli (1950),drama
43386,Cyrano de Bergerac (1950),drama romance
10116,Shinobi: Heart Under Blade (2005),ninja love ninjutsu feudal japan yukienakama joeodagiri tomokakurotani kenyahirata action drama fantasy romance
113479,Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980),drama
18493,Chronos (1985),documentary imax
16791,Five Children and It (2004),uncle fairy eccentric wish tarafitzgerald freddiehighmore alexjennings davidsolomons adventure children fantasy
7483,Free Zone (2005),american taxi female protagonist on the road natalieportman hanalaslo hiamabbass amosgitai drama war
20442,"Naked Spur, The (1953)",western
15590,"Prince & Me II: The Royal Wedding, The (2006)",law royal wedding wedding class differences lukemably kamheskin maryamd'abo allisonrobinson comedy romance
1967,Ask the Dust (2006),pubic hair rough sex female frontal nudity nudity colinfarrell salmahayek donaldsutherland roberttowne drama romance
752,V for Vendetta (2006),fascist revolution right wing government freedom natalieportman hugoweaving stephenrea lillywachowski action sci-fi thriller imax
9655,She's the Man (2006),love triangle pretending to be someone else girl disguised as a boy roommate amandabynes channingtatum lauraramsey ewanleslie comedy romance
9388,Thank You for Smoking (2006),lobbyist tobacco industry black comedy tobacco lobby joanlunden erichaberman aaroneckhart jasonreitman comedy drama
9950,Find Me Guilty (2006),mafia mobster court judge vindiesel alexrocco frankpietrangolare sidneylumet comedy crime drama
388,Inside Man (2006),bank robber bank hostage robber denzelwashington cliveowen jodiefoster russellgewirtz crime drama thriller
868,Tsotsi (2005),baby slum criminal street life presleychweneyagae terrypheto kennethnkosi gavinhood crime drama
14191,Aquamarine (2006),camera shot of feet mermaid love beach emmaroberts jojo sarapaxton johnquaintance children comedy fantasy
25874,"Illustrated Man, The (1969)",sci-fi
18009,Leprechaun 2 (1994),invisibility severed finger bar ring warwickdavis charlieheath shevonnedurkin markjones comedy fantasy horror
19286,Leprechaun 3 (1995),violence black garter belt stockings woman on top warwickdavis johngatins leearmstrong markjones comedy fantasy horror
19287,Leprechaun 4: In Space (1997),exploding body bare breasts female frontal nudity psychotronic film warwickdavis brentjasmer jessicacollins markjones comedy fantasy horror sci-fi
114875,"Dark at the Top of the Stairs, The (1960)",drama
49781,Story of a Love Affair (Cronaca di un amore) (1950),crime drama romance
9648,"Man Who Sued God, The (2001)",insurance lawyer act of god lightning billyconnolly judydavis colinfriels markjoffe comedy drama romance
1379,Lights in the Dusk (Laitakaupungin valot) (2006),abuse night watchman jewels femme fatale jannehyytiäinen mariajärvenhelmi mariaheiskanen akikaurismäki crime drama
62719,Kummeli Stories (1995),fishing rally school fictional war heikkihela timokahilainen heikkisilvennoinen heikkihela comedy
29481,Stranger on the Third Floor (1940),drama film-noir
9792,"Hills Have Eyes, The (2006)",murder of family deformity rape murder spree maximegiffard michaelbaileysmith tombower wescraven drama horror thriller
10067,"Shaggy Dog, The (2006)",psychotronic film sheepdog dog movie human becoming an animal timallen kristindavis zenagrey cormacwibberley adventure children comedy fantasy
55676,"Personal Journey with Martin Scorsese Through American Movies, A (1995)",reference to the vietnam war tv mini series film history reference to bing crosby martinscorsese allisonanders kathrynbigelow michaelhenrywilson documentary
11573,Inspector Clouseau (1968),comedy crime mystery
46828,Son of the Pink Panther (1993),woman slaps a man memory memory lapse forgetting name robertobenigni herbertlom claudiacardinale mauricerichlin comedy
35555,Unknown White Male (2005),amnesia dougbruce rupertmurray dougbruce documentary
582,"Lives of Others, The (Das leben der Anderen) (2006)",stasi spy political thriller propaganda martinagedeck ulrichmühe sebastiankoch florianhenckelvondonnersmarck drama romance thriller
52885,"Red and the White, The (Csillagosok, katonák) (1967)",drama war
143223,Fatty Drives the Bus (1999),tour guide hell cross dressing absurd humor scotrobinson joebill kenmanthey micknapier comedy
42120,City on Fire (Lung fu fong wan) (1987),action crime drama thriller
88811,"Goodbye, South, Goodbye (1996)",taiwan vomiting politics neon sign jieh-wenking kuei-yinghsu annieshizukainoh t'ien-wenchu crime drama
669,Nanook of the North (1922),documentary drama
49361,Don't Torture a Duckling (Non si sevizia un paperino) (1972),horror mystery thriller
98864,Resurrection (1980),drama fantasy
37939,Youth of the Beast (Yaju no seishun) (1963),action crime mystery
32052,Go Tell the Spartans (1978),drama war
34732,They Call Me Mister Tibbs! (1970),crime drama mystery
12763,Take the Lead (2006),dance student teacher dance teacher antoniobanderas robbrown yayadacosta diannehouston drama
56935,"Lacemaker, The (Dentellière, La) (1977)",drama romance
13222,"Devil and Daniel Johnston, The (2005)",the beatles new york city manhattan new york city mental hospital danieljohnston laurieallen brianbeattie jefffeuerzeig documentary
42112,Money (L'argent) (1983),crime drama
48764,"Trial of Joan of Arc, The (Procès de Jeanne d'Arc) (1962)",drama war
1561,Mouchette (1967),drama
31289,"Caiman, The (Il caimano) (2006)",orchestra lego choir reference to columbus silvioorlando margheritabuy jasminetrinca nannimoretti comedy drama romance
186,Lucky Number Slevin (2006),original story mistaken identity assassin jewish mafia joshhartnett brucewillis lucyliu jasonsmilovic crime drama mystery
8410,"Wild Blue Yonder, The (2005)",astronaut alien wormhole science braddourif donaldwilliams ellenbaker wernerherzog sci-fi
51311,Wheel of Time (2003),thedalailama lamalhundupwoeser taknajigmesangpo wernerherzog documentary
21843,Riot On! (2004),mobile business entertainment investor morals richardstanley ninjaburgess davidbowes kimfinn documentary
219,Volver (2006),rape death secret abusive father penélopecruz carmenmaura loladueñas pedroalmodóvar comedy drama
65873,"N Word, The (2004)",race relations slavery rap racism f.leebailey sandrabernhard donaldbogle f.leebailey documentary
13751,Akeelah and the Bee (2006),spelling spelling bee national spelling bee school principal kekepalmer laurencefishburne angelabassett dougatchison drama
53961,Brainstorm (2001),title directed by female mental institution drugs vomiting rodrigosantoro othonbastos cássiakis laísbodanzky drama
15639,Larry the Cable Guy: Health Inspector (2006),restaurant health inspector food poisoning undercover larrythecableguy davidkoechner michaelpapajohn jonathanbernstein comedy
10069,Stay Alive (2006),countess group of friends tower ghost jonfoster samairearmstrong frankiemuniz williambrentbell horror sci-fi thriller
43887,Annie Oakley (1935),drama western
3093,Basic Instinct 2 (2006),sex consensual sex female female kiss lesbian kiss stancollymore sharonstone neilmaskell leorabarish crime drama mystery thriller
9270,Brick (2005),neo noir alley cinderblock neo noirish josephgordon-levitt norazehetner lukashaas rianjohnson crime drama film-noir mystery
11291,"Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)",adventure children fantasy
10177,Evil Aliens (2005),transformation porn actress splatter splatter comedy emilybooth jamiehoneybourne sambutler jakewest comedy horror sci-fi
12591,Santa's Slay (2005),angel santa claus wager christmas billgoldberg douglassmith emiliederavin davidsteiman comedy fantasy horror
16070,This Film Is Not Yet Rated (2006),sexuality orgasm homosexuality mpaa kimberlypeirce jonlewis davidansen kirbydick documentary
11348,Fragile (2005),supernatural killer hospital nurse calistaflockhart richardroxburgh elenaanaya jaumebalagueró horror thriller
13960,ATL (2006),hood teen movie rollerskating rink high school gregandrews monica brandonbernardbenton tinagordon drama
41263,"Brotherhood of Justice, The (1986)",action drama thriller
9035,Slither (2006),alien parasite small town b movie donthompson nathanfillion gregghenry jamesgunn comedy horror sci-fi
9957,"Benchwarmers, The (2006)",millionaire baseball movie big house husband wife relationship robschneider davidspade jonheder allencovert comedy
30139,Phat Girlz (2006),f rated title directed by female female protagonist size positive mo'nique jimmyjean-louis godfrey nnegestlikké comedy
9389,Renaissance (2006),year 2054 paris france future dystopia danielcraig romolagarai ianholm alexandredelapatellière action animation film-noir sci-fi thriller
460,Go for Zucker! (Alles auf Zucker!) (2004),deception jewish culture loser funeral henryhübchen hanneloreelsner udosamel danilevy comedy
28752,"Curse of the Werewolf, The (1961)",drama horror romance
19059,Dead Fish (2004),storage locker pregnancy murder murderer robertcarlyle garyoldman anouskaboltonlee thomasgeiger action comedy drama thriller
8998,Friends with Money (2006),money problems marital problem nervous breakdown friendship catherinekeener jasonisaacs timmsharp nicoleholofcener comedy drama romance
13468,Keane (2004),standing in the middle of the street purchase climbing a fence men's restroom damianlewis abigailbreslin amyryan lodgekerrigan mystery thriller
20521,Reefer Madness: The Movie Musical (2005),marijuana reefer pot smoking lyre kristenbell christiancampbell nevecampbell andyfickman comedy drama musical
25428,I Love Your Work (2003),downward spiral obsession movie star mental breakdown marisacoughlan judygreer shalomharlow adamgoldberg drama mystery
53296,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),woman singer title based on song suburb pamelatola samuelvauramo joonassaartamo pekkopesonen drama musical romance
79363,Dementia (a.k.a. Daughter of Horror) (1955),horror mystery
34193,Magic (1978),drama horror romance thriller
4441,Candy (2006),sex in a bathroom prostitute miniskirt sex in a car abbiecornish heathledger geoffreyrush lukedavies drama romance
84954,Secrets of a Soul (Geheimnisse einer Seele) (1926),drama
11490,"Child, The (L'enfant) (2005)",no music pay phone hospital baby jérémierenier déborahfrançois jérémiesegard lucdardenne crime drama
11304,9/11 (2002),french new york city september 11 2001 firefighter tonybenatatos jamalbraithwaite stevebuscemi gédéonnaudet documentary
55368,Lacombe Lucien (1974),drama
18276,Hoot (2006),car crashing into a tree owl fight montana lukewilson loganlerman brielarson wilshriner children comedy
26514,Where the Red Fern Grows (1974),children drama
4257,Scary Movie 4 (2006),female nudity implied sex sexual innuendo accidental nudity annafaris reginahall craigbierko craigmazin comedy horror
2652,Hard Candy (2005),pedophilia manipulation missing person poster sexual predator patrickwilson ellenpage sandraoh briannelson drama thriller
1629,"Chinoise, La (1967)",comedy drama
17111,Shutter (2004),photographer photograph car accident ghost anandaeveringham natthaweeranuchthongmee achitasikamana parkpoomwongpoom fantasy horror mystery thriller
9526,"Prairie Home Companion, A (2006)",singing radio backstage country music marylouiseburke woodyharrelson l.q.jones garrisonkeillor comedy drama musical
19126,Even Money (2006),gambling magician debt bookie kimbasinger kelseygrammer michaeleaves roberttannen crime drama
80556,"Chess Players, The (Shatranj Ke Khilari) (1977)",comedy drama
39045,Pinocchio and the Emperor of the Night (1987),animation children fantasy
27201,Corvette Summer (1978),adventure comedy
5820,"Sentinel, The (2006)",cell phone trace shooting a woman cell phone scene of the crime michaeldouglas kiefersutherland evalongoria georgenolfi crime drama thriller
19661,Mirage (1965),mystery thriller
41338,"President's Last Bang, The (Geuddae geusaramdeul) (2005)",seoul korea 1970s downward spiral seoul suk-kyuhan yun-shikbaek jae-hosong sang-sooim comedy crime drama
9904,"Wild, The (2006)",africa zoo volcano lion kiefersutherland jimbelushi eddieizzard eddecter adventure animation children comedy fantasy
50724,"My Brother's Wife (Mujer de mi hermano, La) (2005)",unhappy marriage husband doesn't want to have sex with wife large breasts simulated cunnilingus bárbaramori christianmeier manolocardona maríaeugeniaargomedo drama
588,Silent Hill (2006),ash fall gothic based on video game first part radhamitchell seanbean laurieholden rogeravary fantasy horror thriller
17247,Battle in Heaven (Batalla en el cielo) (2005),sex scene unsimulated blow job large breasts erect penis marcoshernández anapolamushkadiz bertharuiz carlosreygadas comedy drama romance
9310,American Dreamz (2006),reference to oprah winfrey vomiting the white house man wears eyeglasses hughgrant dennisquaid mandymoore paulweitz comedy drama
48369,Hôtel du Nord (1938),drama
18858,Irresistible (2006),american gift card game abroad susansarandon samneill emilyblunt annturner drama thriller
35545,Mata Hari (1931),drama romance
1557,23 (23 - Nichts ist so wie es scheint) (1998),computer hacker 1980s kgb augustdiehl fabianbusch dieterlanduris michaeldierking drama thriller
16367,Kinky Boots (2005),drag queen homophobia gender roles gender bending joeledgerton chiwetelejiofor sarah-janepotts geoffdeane comedy drama
17131,"Glass Key, The (1942)",crime drama film-noir mystery
8982,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",long take elephant thailand sydney australia tonyjaa petchtaiwongkamlao bongkojkhongmalai napalee action comedy crime thriller
956,Mission: Impossible III (2006),fictional government agency ethan hunt character luther stickell character tape over mouth tomcruise philipseymourhoffman vingrhames alexkurtzman action adventure thriller
36253,"Wayward Cloud, The (Tian bian yi duo yun) (2005)",adult actress appearing in mainstream film explicit sex rape porno movie kang-shenglee shiang-chyichen yi-chinglu ming-liangtsai comedy drama musical
31506,"Nibelungen: Siegfried, Die (1924)",adventure drama fantasy
42512,"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache) (1924)",adventure drama fantasy
9530,RV (2006),road trip vacation family vacation family business robinwilliams cherylhines jojo geoffrodkey adventure children comedy
9829,United 93 (2006),september 11 2001 passenger plane flight j.j.johnson garycommock pollyadams paulgreengrass crime drama
10115,Stick It (2006),deception title directed by female teen movie gymnastics jeffbridges missyperegrym vanessalengies jeffbridges comedy
560,Secret Beyond the Door (1948),drama film-noir mystery thriller
5717,Man Push Cart (2005),pakistani coffee push cart immigrant ahmadrazvi leticiadolera charlesdanielsandoval raminbahrani drama
41292,"World, The (Shijie) (2004)",theme park security guard dancer chinese taozhao taishencheng juejing zhangkejia drama
14384,Soldier Blue (1970),western
28432,Footlight Parade (1933),comedy musical romance
10008,"American Haunting, An (2005)",flashback voice over letter year 1818 lifting someone into the air donaldsutherland sissyspacek jamesd'arcy brentmonahan drama horror mystery thriller
7870,Down in the Valley (2005),neo western south dakota bikini scantily clad female edwardnorton evanrachelwood davidmorse davidjacobson drama romance
34019,"Hidden Blade, The (Kakushi ken oni no tsume) (2004)",1860s suicide japan hostage masatoshinagase takakomatsu hidetakayoshioka yôjiyamada action drama romance
7518,Over the Hedge (2006),food human raccoon forest brucewillis garryshandling stevecarell kareykirkpatrick adventure animation children comedy
9786,Art School Confidential (2006),art school nude modeling nude model art model maxminghella sophiamyles johnmalkovich danielclowes comedy drama
503,Poseidon (2006),water ocean passenger cruise joshlucas kurtrussell jacindabarrett markprotosevich action adventure thriller imax
591,"Da Vinci Code, The (2006)",reference to penis bare butt male reference to male genitalia male full rear nudity tomhanks audreytautou ianmckellen akivagoldsman drama mystery thriller
36668,X-Men: The Last Stand (2006),x men walking through a wall logan character erik lehnsherr character hughjackman halleberry ianmckellen simonkinberg action sci-fi thriller
9767,"Break-Up, The (2006)",passive aggressive girlfriend neo screwball comedy woman wrapped in a towel woman drops her towel vincevaughn jenniferaniston joeylaurenadams jeremygarelick comedy drama romance
13689,Peaceful Warrior (2006),comeback cameo appearance by real life subject olympics gymnast scottmechlowicz nicknolte amysmart kevinbernhardt drama
18164,Twelve and Holding (2005),male objectification shirtless wood chopping shirtless woodcutting voyeur conordonovan jessecamacho zoeweizenbaum anthonycipriano drama
15013,Wah-Wah (2005),swaziland stepmother alcoholic father child's point of view gabrielbyrne emilywatson juliewalters richarde.grant drama
21014,Keeping Up with the Steins (2006),vomiting family character name in title five word title bar mitzvah darylsabara jamigertz jeremypiven markzakarin comedy
920,Cars (2006),car car movie route 66 truck owenwilson paulnewman bonniehunt joeranft animation children comedy
18484,Wassup Rockers (2005),teen movie boy police bus jonathanvelasquez franciscopedrasa miltonvelasquez larryclark comedy drama
9700,"Lost City, The (2005)",havana cuba fidel castro cuba 1950s alfredoarmenteros dannypino richardmarquez andygarcia drama
14167,Standing Still (2005),male objectification male nudity male rear nudity male in underwear jonabrahams amyadams rogeravary matthewperniciaro comedy drama romance
59892,Conspirators of Pleasure (Spiklenci slasti) (1996),no dialogue dark humor absurd nudity petrmeissel gabrielawilhelmová barborahrzánová jansvankmajer animation comedy
15264,Tall in the Saddle (1944),mystery romance western
20330,Beyond a Reasonable Doubt (1956),crime drama film-noir
55418,"Earth Is a Sinful Song, The (Maa on syntinen laulu) (1973)",drama
101908,Shanghai Dreams (Qing hong) (2005),yuanyuangao binli haoqin xiaoshuaiwang drama
12766,Vera Cruz (1954),adventure western
15402,"Notorious Bettie Page, The (2005)",bondage new york city senate investigation gretchenmol chrisbauer jaredharris maryharron drama
32446,Parting Glances (1986),comedy drama romance
80919,Game 6 (2005),world series playwright opening night theater people michaelkeaton robertdowneyjr. arigraynor dondelillo comedy drama
15366,American Gun (2005),single mother ellisburgh oregon yarn mill prostitute marciagayharden forestwhitaker donaldsutherland stevenbagatourian drama
53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),dance therapy black eye baker johngoodman eldenhenson robertcarlyle randallmiller comedy drama romance
38344,On a Clear Day (2005),cake driving lesson pantyhose watching television petermullan brendablethyn seanmcginley alexrose drama
806,"Omen, The (2006)",antichrist evil boy child murderer predragbjelac carlosabatini bohumilsvarc davidseltzer horror thriller
20021,"King, The (2005)",female nudity incest man orgasms inside a woman sex outdoors gaelgarcíabernal derekalvarado pelljames miloaddica drama
9353,Nacho Libre (2006),lucha libre two word title slapstick comedy buddy jackblack anadelareguera héctorjiménez jaredhess comedy
2044,"Lake House, The (2006)",parallel time love across time letter writing a letter keanureeves sandrabullock christopherplummer davidauburn drama fantasy romance
9339,Click (2006),remote control workaholic architect employer employee relationship adamsandler katebeckinsale christopherwalken stevekoren adventure comedy drama fantasy romance
20945,"Seventh Victim, The (1943)",drama film-noir horror mystery
122271,Bleak Moments (1972),comedy drama
50254,Edvard Munch (1974),drama
28249,"Ace of Hearts, The (1921)",crime drama romance
350,"Devil Wears Prada, The (2006)",magazine fashion fashion industry new york city merylstreep annehathaway emilyblunt alinebroshmckenna comedy drama
58,Pirates of the Caribbean: Dead Man's Chest (2006),heart liar's dice monster giant squid johnnydepp orlandobloom keiraknightley tedelliott action adventure fantasy
1819,"You, Me and Dupree (2006)",reference to audrey hepburn reference to lance armstrong cycling accident road cycling owenwilson katehudson mattdillon joerusso comedy
2295,Clerks II (2006),fast food restaurant bromance jay and silent bob voyeur briano'halloran jeffanderson jasonmewes kevinsmith comedy
9697,Lady in the Water (2006),nymph dark fantasy film critic urban fantasy paulgiamatti brycedallashoward jeffreywright m.nightshyamalan drama fantasy mystery
4474,My Super Ex-Girlfriend (2006),superhero supernatural power superhero spoof architect umathurman lukewilson annafaris donpayne comedy fantasy romance
43240,Tammy and the Bachelor (1957),musical romance
30022,Lady on a Train (1945),comedy crime film-noir mystery romance thriller
28673,"Nightmare Castle (Amanti d'oltretomba) (Lovers from Beyond the Tomb) (Faceless Monster, The) (1965)",horror
20556,Let It Be (1970),documentary
4962,"Farewell, Home Sweet Home (Adieu, plancher des vaches!) (1999)",cafe businesswoman train dog nikotarielashvili lilylavina philippebas otariosseliani comedy drama
10007,See No Evil (2006),psychotronic film slasher grindhouse film three word title glennjacobs christinavidal michaelj.pagan danmadigan horror
1887,Marie Antoinette (2006),woman initiating sex female rear nudity nudity public nudity kirstendunst jasonschwartzman judydavis sofiacoppola drama romance
1841,Lady in the Lake (1947),crime drama film-noir mystery romance
71762,Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh) (1971),drama war
13508,Who Killed the Electric Car? (2006),car electric car technology california martinsheen reverendgadget davebarthmuss chrispaine documentary
1611,"Miracle of Bern, The (Wunder von Bern, Das) (2003)",soccer west germany deutschland embroidery louisklamroth peterlohmeyer johannagastdorf sönkewortmann comedy drama
48693,"Mother and the Whore, The (Maman et la putain, La) (1973)",drama
1781,"Inconvenient Truth, An (2006)",climate global warming global climate change climate change algore billywest algore documentary
43155,Test Pilot (1938),drama romance
16270,Career Opportunities (1991),locked in a store liar coming of age flirting frankwhaley jenniferconnelly dermotmulroney johnhughes comedy romance
42003,Chuck Berry Hail! Hail! Rock 'n' Roll (1987),documentary musical
63100,Psych-Out (1968),drama musical thriller
18404,National Lampoon's Cattle Call (Cattle Call) (2006),casting couch mini dress breasts scantily clad female thomasiannicholas jennymollen nicoleeggert martinguigui comedy
51571,Sister Kenny (1946),drama
16074,Mountain Patrol (Kekexili) (2004),antelope volunteer journalist tibet duobujie leizhang daoqi chuanlu action drama
10947,High School Musical (2006),basketball movie disney channel original movie high school singing zacefron vanessahudgens ashleytisdale peterbarsocchini children comedy drama musical romance
71769,Ice Bound (2003),breast cancer video doctor cold susansarandon aidandevine cynthiamace jerrinielsen drama
34787,Drawing Restraint 9 (2005),male frontal nudity male full frontal nudity male pubic hair pubic hair shigeruakahori naomiaraki matthewbarney matthewbarney fantasy
29138,Crossing the Bridge: The Sound of Istanbul (2005),music concert istanbul turkey drummer cape the landscape alexanderhacke ahmedulug cemyegul fatihakin documentary musical
8443,Lower City (Cidade Baixa) (2005),threesome female pubic hair panties pubic hair lázaroramos wagnermoura alicebraga karimaïnouz drama
18553,Forever Mine (1999),dysfunctional marriage sex scene politician vendetta josephfiennes rayliotta gretchenmol paulschrader crime drama romance thriller
26567,"War Within, The (2005)",muslim pakistani islam suicide vest ayadakhtar firdousbamji nandanasen ayadakhtar drama
17021,Adam & Steve (2005),gay gay club man dancing with man gay bashing malcolmgets carycurran craigchester craigchester comedy romance
53231,Beyond the Rocks (1922),drama romance
